date,age,deaths
10/31/2020,55-64 years,497
10/31/2020,65-74 years,714
10/31/2020,75-84 years,794
10/31/2020,85 years and over,712
10/31/2020,All Ages,1681
10/31/2020,Under 1 year,
10/31/2020,0-17 years,16
10/31/2020,1-4 years,
10/31/2020,5-14 years,
10/31/2020,15-24 years,22
10/31/2020,18-29 years,43
10/31/2020,25-34 years,58
10/31/2020,30-39 years,62
10/31/2020,35-44 years,80
10/31/2020,40-49 years,105
10/31/2020,45-54 years,132
10/31/2020,50-64 years,361
10/31/2020,55-64 years,282
10/31/2020,65-74 years,418
10/31/2020,75-84 years,398
10/31/2020,85 years and over,278
10/31/2020,All Ages,1527
10/31/2020,Under 1 year,11
10/31/2020,0-17 years,21
10/31/2020,1-4 years,
10/31/2020,5-14 years,
10/31/2020,15-24 years,10
10/31/2020,18-29 years,22
10/31/2020,25-34 years,25
10/31/2020,30-39 years,32
10/31/2020,35-44 years,48
10/31/2020,40-49 years,67
10/31/2020,45-54 years,85
10/31/2020,50-64 years,259
10/31/2020,55-64 years,215
10/31/2020,65-74 years,296
10/31/2020,75-84 years,396
10/31/2020,85 years and over,434
11/30/2020,All Ages,3394
11/30/2020,Under 1 year,28
11/30/2020,0-17 years,56
11/30/2020,1-4 years,
11/30/2020,5-14 years,11
11/30/2020,15-24 years,48
11/30/2020,18-29 years,63
11/30/2020,25-34 years,79
11/30/2020,30-39 years,115
11/30/2020,35-44 years,126
11/30/2020,40-49 years,153
11/30/2020,45-54 years,232
11/30/2020,50-64 years,668
11/30/2020,55-64 years,526
11/30/2020,65-74 years,770
11/30/2020,75-84 years,800
11/30/2020,85 years and over,769
11/30/2020,All Ages,1742
11/30/2020,Under 1 year,15
11/30/2020,0-17 years,31
11/30/2020,1-4 years,
11/30/2020,5-14 years,
11/30/2020,15-24 years,38
11/30/2020,18-29 years,48
11/30/2020,25-34 years,47
11/30/2020,30-39 years,68
11/30/2020,35-44 years,81
11/30/2020,40-49 years,94
11/30/2020,45-54 years,136
11/30/2020,50-64 years,394
11/30/2020,55-64 years,309
11/30/2020,65-74 years,436
11/30/2020,75-84 years,399
11/30/2020,85 years and over,272
11/30/2020,All Ages,1652
11/30/2020,Under 1 year,13
11/30/2020,0-17 years,25
11/30/2020,1-4 years,
11/30/2020,5-14 years,
11/30/2020,15-24 years,10
11/30/2020,18-29 years,15
11/30/2020,25-34 years,32
11/30/2020,30-39 years,47
11/30/2020,35-44 years,45
11/30/2020,40-49 years,59
11/30/2020,45-54 years,96
11/30/2020,50-64 years,274
11/30/2020,55-64 years,217
11/30/2020,65-74 years,334
11/30/2020,75-84 years,401
11/30/2020,85 years and over,497
12/31/2020,All Ages,4252
12/31/2020,Under 1 year,21
12/31/2020,0-17 years,37
12/31/2020,1-4 years,
12/31/2020,5-14 years,
12/31/2020,15-24 years,46
12/31/2020,18-29 years,60
12/31/2020,25-34 years,69
12/31/2020,30-39 years,101
12/31/2020,35-44 years,142
12/31/2020,40-49 years,189
12/31/2020,45-54 years,250
12/31/2020,50-64 years,800
12/31/2020,55-64 years,649
12/31/2020,65-74 years,965
12/31/2020,75-84 years,1136
12/31/2020,85 years and over,964
12/31/2020,All Ages,2280
12/31/2020,Under 1 year,13
12/31/2020,0-17 years,24
12/31/2020,1-4 years,
12/31/2020,5-14 years,
12/31/2020,15-24 years,39
12/31/2020,18-29 years,46
12/31/2020,25-34 years,46
12/31/2020,30-39 years,70
12/31/2020,35-44 years,98
12/31/2020,40-49 years,121
12/31/2020,45-54 years,145
12/31/2020,50-64 years,480
12/31/2020,55-64 years,394
12/31/2020,65-74 years,542
12/31/2020,75-84 years,614
12/31/2020,85 years and over,383
12/31/2020,All Ages,1972
12/31/2020,Under 1 year,
12/31/2020,0-17 years,13
12/31/2020,1-4 years,
12/31/2020,5-14 years,
12/31/2020,15-24 years,
12/31/2020,18-29 years,14
12/31/2020,25-34 years,23
12/31/2020,30-39 years,31
12/31/2020,35-44 years,44
12/31/2020,40-49 years,68
12/31/2020,45-54 years,105
12/31/2020,50-64 years,320
12/31/2020,55-64 years,255
12/31/2020,65-74 years,423
12/31/2020,75-84 years,522
12/31/2020,85 years and over,581
1/31/2021,All Ages,4475
1/31/2021,Under 1 year,23
1/31/2021,0-17 years,39
1/31/2021,1-4 years,
1/31/2021,5-14 years,
1/31/2021,15-24 years,51
1/31/2021,18-29 years,87
1/31/2021,25-34 years,102
1/31/2021,30-39 years,115
1/31/2021,35-44 years,143
1/31/2021,40-49 years,199
1/31/2021,45-54 years,254
1/31/2021,50-64 years,787
1/31/2021,55-64 years,645
1/31/2021,65-74 years,1084
1/31/2021,75-84 years,1156
1/31/2021,85 years and over,1008
1/31/2021,All Ages,2423
1/31/2021,Under 1 year,14
1/31/2021,0-17 years,24
1/31/2021,1-4 years,0
1/31/2021,5-14 years,
1/31/2021,15-24 years,39
1/31/2021,18-29 years,59
1/31/2021,25-34 years,64
1/31/2021,30-39 years,73
1/31/2021,35-44 years,86
1/31/2021,40-49 years,120
1/31/2021,45-54 years,169
1/31/2021,50-64 years,498
1/31/2021,55-64 years,398
1/31/2021,65-74 years,646
1/31/2021,75-84 years,599
1/31/2021,85 years and over,404
1/31/2021,All Ages,2052
1/31/2021,Under 1 year,
1/31/2021,0-17 years,15
1/31/2021,1-4 years,
1/31/2021,5-14 years,
1/31/2021,15-24 years,12
1/31/2021,18-29 years,28
1/31/2021,25-34 years,38
1/31/2021,30-39 years,42
1/31/2021,35-44 years,57
1/31/2021,40-49 years,79
1/31/2021,45-54 years,85
1/31/2021,50-64 years,289
1/31/2021,55-64 years,247
1/31/2021,65-74 years,438
1/31/2021,75-84 years,557
1/31/2021,85 years and over,604
2/28/2021,All Ages,3305
2/28/2021,Under 1 year,17
2/28/2021,0-17 years,33
2/28/2021,1-4 years,
2/28/2021,5-14 years,
2/28/2021,15-24 years,45
2/28/2021,18-29 years,77
2/28/2021,25-34 years,81
2/28/2021,30-39 years,102
2/28/2021,35-44 years,121
2/28/2021,40-49 years,133
2/28/2021,45-54 years,212
2/28/2021,50-64 years,710
2/28/2021,55-64 years,569
2/28/2021,65-74 years,805
2/28/2021,75-84 years,776
2/28/2021,85 years and over,669
2/28/2021,All Ages,1747
2/28/2021,Under 1 year,10
2/28/2021,0-17 years,20
2/28/2021,1-4 years,
2/28/2021,5-14 years,
2/28/2021,15-24 years,29
2/28/2021,18-29 years,53
2/28/2021,25-34 years,54
2/28/2021,30-39 years,66
2/28/2021,35-44 years,79
2/28/2021,40-49 years,86
2/28/2021,45-54 years,136
2/28/2021,50-64 years,440
2/28/2021,55-64 years,352
2/28/2021,65-74 years,455
2/28/2021,75-84 years,398
2/28/2021,85 years and over,229
2/28/2021,All Ages,1558
2/28/2021,Under 1 year,
2/28/2021,0-17 years,13
2/28/2021,1-4 years,
2/28/2021,5-14 years,
2/28/2021,15-24 years,16
2/28/2021,18-29 years,24
2/28/2021,25-34 years,27
2/28/2021,30-39 years,36
2/28/2021,35-44 years,42
2/28/2021,40-49 years,47
2/28/2021,45-54 years,76
2/28/2021,50-64 years,270
2/28/2021,55-64 years,217
2/28/2021,65-74 years,350
2/28/2021,75-84 years,378
2/28/2021,85 years and over,440
3/31/2021,All Ages,3083
3/31/2021,Under 1 year,32
3/31/2021,0-17 years,49
3/31/2021,1-4 years,
3/31/2021,5-14 years,
3/31/2021,15-24 years,42
3/31/2021,18-29 years,70
3/31/2021,25-34 years,87
3/31/2021,30-39 years,94
3/31/2021,35-44 years,100
3/31/2021,40-49 years,146
3/31/2021,45-54 years,218
3/31/2021,50-64 years,622
3/31/2021,55-64 years,493
3/31/2021,65-74 years,722
3/31/2021,75-84 years,727
3/31/2021,85 years and over,653
3/31/2021,All Ages,1645
3/31/2021,Under 1 year,19
3/31/2021,0-17 years,31
3/31/2021,1-4 years,
3/31/2021,5-14 years,
3/31/2021,15-24 years,36
3/31/2021,18-29 years,52
3/31/2021,25-34 years,61
3/31/2021,30-39 years,62
3/31/2021,35-44 years,57
3/31/2021,40-49 years,80
3/31/2021,45-54 years,130
3/31/2021,50-64 years,396
3/31/2021,55-64 years,314
3/31/2021,65-74 years,406
3/31/2021,75-84 years,387
3/31/2021,85 years and over,231
3/31/2021,All Ages,1438
3/31/2021,Under 1 year,13
3/31/2021,0-17 years,18
3/31/2021,1-4 years,
3/31/2021,5-14 years,
3/31/2021,15-24 years,
3/31/2021,18-29 years,18
3/31/2021,25-34 years,26
3/31/2021,30-39 years,32
3/31/2021,35-44 years,43
3/31/2021,40-49 years,66
3/31/2021,45-54 years,88
3/31/2021,50-64 years,226
3/31/2021,55-64 years,179
3/31/2021,65-74 years,316
3/31/2021,75-84 years,340
3/31/2021,85 years and over,422
4/30/2021,All Ages,2847
4/30/2021,Under 1 year,23
4/30/2021,0-17 years,42
4/30/2021,1-4 years,
4/30/2021,5-14 years,
4/30/2021,15-24 years,44
4/30/2021,18-29 years,70
4/30/2021,25-34 years,63
4/30/2021,30-39 years,86
4/30/2021,35-44 years,134
4/30/2021,40-49 years,153
4/30/2021,45-54 years,200
4/30/2021,50-64 years,571
4/30/2021,55-64 years,444
4/30/2021,65-74 years,680
4/30/2021,75-84 years,671
4/30/2021,85 years and over,574
4/30/2021,All Ages,1524
4/30/2021,Under 1 year,17
4/30/2021,0-17 years,26
4/30/2021,1-4 years,
4/30/2021,5-14 years,
4/30/2021,15-24 years,34
4/30/2021,18-29 years,57
4/30/2021,25-34 years,44
4/30/2021,30-39 years,52
4/30/2021,35-44 years,77
4/30/2021,40-49 years,82
4/30/2021,45-54 years,118
4/30/2021,50-64 years,364
4/30/2021,55-64 years,285
4/30/2021,65-74 years,399
4/30/2021,75-84 years,351
4/30/2021,85 years and over,193
4/30/2021,All Ages,1323
4/30/2021,Under 1 year,
4/30/2021,0-17 years,16
4/30/2021,1-4 years,
4/30/2021,5-14 years,
4/30/2021,15-24 years,10
4/30/2021,18-29 years,13
4/30/2021,25-34 years,19
4/30/2021,30-39 years,34
4/30/2021,35-44 years,57
4/30/2021,40-49 years,71
4/30/2021,45-54 years,82
4/30/2021,50-64 years,207
4/30/2021,55-64 years,159
4/30/2021,65-74 years,281
4/30/2021,75-84 years,320
4/30/2021,85 years and over,381
5/31/2021,All Ages,2899
5/31/2021,Under 1 year,22
5/31/2021,0-17 years,42
5/31/2021,1-4 years,
5/31/2021,5-14 years,
5/31/2021,15-24 years,52
5/31/2021,18-29 years,85
5/31/2021,25-34 years,83
5/31/2021,30-39 years,108
5/31/2021,35-44 years,148
5/31/2021,40-49 years,173
5/31/2021,45-54 years,227
5/31/2021,50-64 years,623
5/31/2021,55-64 years,488
5/31/2021,65-74 years,634
5/31/2021,75-84 years,661
5/31/2021,85 years and over,573
5/31/2021,All Ages,1529
5/31/2021,Under 1 year,15
5/31/2021,0-17 years,27
5/31/2021,1-4 years,
5/31/2021,5-14 years,
5/31/2021,15-24 years,36
5/31/2021,18-29 years,60
5/31/2021,25-34 years,54
5/31/2021,30-39 years,67
5/31/2021,35-44 years,90
5/31/2021,40-49 years,98
5/31/2021,45-54 years,138
5/31/2021,50-64 years,376
5/31/2021,55-64 years,289
5/31/2021,65-74 years,378
5/31/2021,75-84 years,327
5/31/2021,85 years and over,196
5/31/2021,All Ages,1370
5/31/2021,Under 1 year,
5/31/2021,0-17 years,15
5/31/2021,1-4 years,
5/31/2021,5-14 years,
5/31/2021,15-24 years,16
5/31/2021,18-29 years,25
5/31/2021,25-34 years,29
5/31/2021,30-39 years,41
5/31/2021,35-44 years,58
5/31/2021,40-49 years,75
5/31/2021,45-54 years,89
5/31/2021,50-64 years,247
5/31/2021,55-64 years,199
5/31/2021,65-74 years,256
5/31/2021,75-84 years,334
5/31/2021,85 years and over,377
6/30/2021,All Ages,2827
6/30/2021,Under 1 year,27
6/30/2021,0-17 years,57
6/30/2021,1-4 years,
6/30/2021,5-14 years,11
6/30/2021,15-24 years,54
6/30/2021,18-29 years,82
6/30/2021,25-34 years,78
6/30/2021,30-39 years,91
6/30/2021,35-44 years,122
6/30/2021,40-49 years,143
6/30/2021,45-54 years,183
6/30/2021,50-64 years,549
6/30/2021,55-64 years,439
6/30/2021,65-74 years,622
6/30/2021,75-84 years,703
6/30/2021,85 years and over,580
6/30/2021,All Ages,1497
6/30/2021,Under 1 year,19
6/30/2021,0-17 years,41
6/30/2021,1-4 years,
6/30/2021,5-14 years,
6/30/2021,15-24 years,38
6/30/2021,18-29 years,59
6/30/2021,25-34 years,55
6/30/2021,30-39 years,55
6/30/2021,35-44 years,75
6/30/2021,40-49 years,81
6/30/2021,45-54 years,103
6/30/2021,50-64 years,330
6/30/2021,55-64 years,263
6/30/2021,65-74 years,362
6/30/2021,75-84 years,364
6/30/2021,85 years and over,205
6/30/2021,All Ages,1330
6/30/2021,Under 1 year,
6/30/2021,0-17 years,16
6/30/2021,1-4 years,
6/30/2021,5-14 years,
6/30/2021,15-24 years,16
6/30/2021,18-29 years,23
6/30/2021,25-34 years,23
6/30/2021,30-39 years,36
6/30/2021,35-44 years,47
6/30/2021,40-49 years,62
6/30/2021,45-54 years,80
6/30/2021,50-64 years,219
6/30/2021,55-64 years,176
6/30/2021,65-74 years,260
6/30/2021,75-84 years,339
6/30/2021,85 years and over,375
7/31/2021,All Ages,3148
7/31/2021,Under 1 year,21
7/31/2021,0-17 years,47
7/31/2021,1-4 years,
7/31/2021,5-14 years,
7/31/2021,15-24 years,59
7/31/2021,18-29 years,88
7/31/2021,25-34 years,95
7/31/2021,30-39 years,121
7/31/2021,35-44 years,175
7/31/2021,40-49 years,207
7/31/2021,45-54 years,244
7/31/2021,50-64 years,635
7/31/2021,55-64 years,489
7/31/2021,65-74 years,708
7/31/2021,75-84 years,727
7/31/2021,85 years and over,615
7/31/2021,All Ages,1627
7/31/2021,Under 1 year,14
7/31/2021,0-17 years,31
7/31/2021,1-4 years,
7/31/2021,5-14 years,
7/31/2021,15-24 years,44
7/31/2021,18-29 years,60
7/31/2021,25-34 years,64
7/31/2021,30-39 years,73
7/31/2021,35-44 years,104
7/31/2021,40-49 years,118
7/31/2021,45-54 years,144
7/31/2021,50-64 years,366
7/31/2021,55-64 years,271
7/31/2021,65-74 years,402
7/31/2021,75-84 years,355
7/31/2021,85 years and over,222
7/31/2021,All Ages,1521
7/31/2021,Under 1 year,
7/31/2021,0-17 years,16
7/31/2021,1-4 years,
7/31/2021,5-14 years,
7/31/2021,15-24 years,15
7/31/2021,18-29 years,28
7/31/2021,25-34 years,31
7/31/2021,30-39 years,48
7/31/2021,35-44 years,71
7/31/2021,40-49 years,89
7/31/2021,45-54 years,100
7/31/2021,50-64 years,269
7/31/2021,55-64 years,218
7/31/2021,65-74 years,306
7/31/2021,75-84 years,372
7/31/2021,85 years and over,393
8/31/2021,All Ages,4242
8/31/2021,Under 1 year,26
8/31/2021,0-17 years,49
8/31/2021,1-4 years,
8/31/2021,5-14 years,13
8/31/2021,15-24 years,59
8/31/2021,18-29 years,100
8/31/2021,25-34 years,120
8/31/2021,30-39 years,179
8/31/2021,35-44 years,236
8/31/2021,40-49 years,269
8/31/2021,45-54 years,363
8/31/2021,50-64 years,987
8/31/2021,55-64 years,763
8/31/2021,65-74 years,943
8/31/2021,75-84 years,931
8/31/2021,85 years and over,784
8/31/2021,All Ages,2192
8/31/2021,Under 1 year,16
8/31/2021,0-17 years,30
8/31/2021,1-4 years,
8/31/2021,5-14 years,
8/31/2021,15-24 years,39
8/31/2021,18-29 years,62
8/31/2021,25-34 years,68
8/31/2021,30-39 years,103
8/31/2021,35-44 years,138
8/31/2021,40-49 years,159
8/31/2021,45-54 years,217
8/31/2021,50-64 years,582
8/31/2021,55-64 years,447
8/31/2021,65-74 years,516
8/31/2021,75-84 years,462
8/31/2021,85 years and over,278
8/31/2021,All Ages,2050
8/31/2021,Under 1 year,10
8/31/2021,0-17 years,19
8/31/2021,1-4 years,
8/31/2021,5-14 years,
8/31/2021,15-24 years,20
8/31/2021,18-29 years,38
8/31/2021,25-34 years,52
8/31/2021,30-39 years,76
8/31/2021,35-44 years,98
8/31/2021,40-49 years,110
8/31/2021,45-54 years,146
8/31/2021,50-64 years,405
8/31/2021,55-64 years,316
8/31/2021,65-74 years,427
8/31/2021,75-84 years,469
8/31/2021,85 years and over,506
9/30/2021,All Ages,3965
9/30/2021,Under 1 year,33
9/30/2021,0-17 years,60
9/30/2021,1-4 years,
9/30/2021,5-14 years,11
9/30/2021,15-24 years,54
9/30/2021,18-29 years,82
9/30/2021,25-34 years,102
9/30/2021,30-39 years,147
9/30/2021,35-44 years,200
9/30/2021,40-49 years,250
9/30/2021,45-54 years,352
9/30/2021,50-64 years,910
9/30/2021,55-64 years,692
9/30/2021,65-74 years,936
9/30/2021,75-84 years,843
9/30/2021,85 years and over,737
9/30/2021,All Ages,2102
9/30/2021,Under 1 year,16
9/30/2021,0-17 years,29
9/30/2021,1-4 years,
9/30/2021,5-14 years,
9/30/2021,15-24 years,39
9/30/2021,18-29 years,60
9/30/2021,25-34 years,64
9/30/2021,30-39 years,89
9/30/2021,35-44 years,119
9/30/2021,40-49 years,149
9/30/2021,45-54 years,207
9/30/2021,50-64 years,518
9/30/2021,55-64 years,391
9/30/2021,65-74 years,534
9/30/2021,75-84 years,437
9/30/2021,85 years and over,286
9/30/2021,All Ages,1863
9/30/2021,Under 1 year,17
9/30/2021,0-17 years,31
9/30/2021,1-4 years,
9/30/2021,5-14 years,
9/30/2021,15-24 years,15
9/30/2021,18-29 years,22
9/30/2021,25-34 years,38
9/30/2021,30-39 years,58
9/30/2021,35-44 years,81
9/30/2021,40-49 years,101
9/30/2021,45-54 years,145
9/30/2021,50-64 years,392
9/30/2021,55-64 years,301
9/30/2021,65-74 years,402
9/30/2021,75-84 years,406
9/30/2021,85 years and over,451
10/31/2021,All Ages,3158
10/31/2021,Under 1 year,24
10/31/2021,0-17 years,47
10/31/2021,1-4 years,
10/31/2021,5-14 years,
10/31/2021,15-24 years,62
10/31/2021,18-29 years,80
10/31/2021,25-34 years,73
10/31/2021,30-39 years,109
10/31/2021,35-44 years,149
10/31/2021,40-49 years,170
10/31/2021,45-54 years,224
10/31/2021,50-64 years,624
10/31/2021,55-64 years,488
10/31/2021,65-74 years,753
10/31/2021,75-84 years,747
10/31/2021,85 years and over,628
10/31/2021,All Ages,1649
10/31/2021,Under 1 year,
10/31/2021,0-17 years,24
10/31/2021,1-4 years,
10/31/2021,5-14 years,
10/31/2021,15-24 years,49
10/31/2021,18-29 years,58
10/31/2021,25-34 years,47
10/31/2021,30-39 years,69
10/31/2021,35-44 years,100
10/31/2021,40-49 years,110
10/31/2021,45-54 years,129
10/31/2021,50-64 years,346
10/31/2021,55-64 years,268
10/31/2021,65-74 years,414
10/31/2021,75-84 years,386
10/31/2021,85 years and over,242
10/31/2021,All Ages,1509
10/31/2021,Under 1 year,16
10/31/2021,0-17 years,23
10/31/2021,1-4 years,
10/31/2021,5-14 years,
10/31/2021,15-24 years,13
10/31/2021,18-29 years,22
10/31/2021,25-34 years,26
10/31/2021,30-39 years,40
10/31/2021,35-44 years,49
10/31/2021,40-49 years,60
10/31/2021,45-54 years,95
10/31/2021,50-64 years,278
10/31/2021,55-64 years,220
10/31/2021,65-74 years,339
10/31/2021,75-84 years,361
10/31/2021,85 years and over,386
11/30/2021,All Ages,3061
11/30/2021,Under 1 year,24
11/30/2021,0-17 years,37
11/30/2021,1-4 years,
11/30/2021,5-14 years,
11/30/2021,15-24 years,35
11/30/2021,18-29 years,62
11/30/2021,25-34 years,70
11/30/2021,30-39 years,76
11/30/2021,35-44 years,109
11/30/2021,40-49 years,147
11/30/2021,45-54 years,206
11/30/2021,50-64 years,598
11/30/2021,55-64 years,468
11/30/2021,65-74 years,739
11/30/2021,75-84 years,727
11/30/2021,85 years and over,675
11/30/2021,All Ages,1623
11/30/2021,Under 1 year,14
11/30/2021,0-17 years,23
11/30/2021,1-4 years,
11/30/2021,5-14 years,
11/30/2021,15-24 years,25
11/30/2021,18-29 years,44
11/30/2021,25-34 years,49
11/30/2021,30-39 years,48
11/30/2021,35-44 years,65
11/30/2021,40-49 years,92
11/30/2021,45-54 years,126
11/30/2021,50-64 years,355
11/30/2021,55-64 years,278
11/30/2021,65-74 years,440
11/30/2021,75-84 years,347
11/30/2021,85 years and over,274
11/30/2021,All Ages,1438
11/30/2021,Under 1 year,10
11/30/2021,0-17 years,14
11/30/2021,1-4 years,
11/30/2021,5-14 years,
11/30/2021,15-24 years,10
11/30/2021,18-29 years,18
11/30/2021,25-34 years,21
11/30/2021,30-39 years,28
11/30/2021,35-44 years,44
11/30/2021,40-49 years,55
11/30/2021,45-54 years,80
11/30/2021,50-64 years,243
11/30/2021,55-64 years,190
11/30/2021,65-74 years,299
11/30/2021,75-84 years,380
11/30/2021,85 years and over,401
12/31/2021,All Ages,3285
12/31/2021,Under 1 year,28
12/31/2021,0-17 years,45
12/31/2021,1-4 years,
12/31/2021,5-14 years,
12/31/2021,15-24 years,60
12/31/2021,18-29 years,77
12/31/2021,25-34 years,65
12/31/2021,30-39 years,91
12/31/2021,35-44 years,122
12/31/2021,40-49 years,186
12/31/2021,45-54 years,233
12/31/2021,50-64 years,666
12/31/2021,55-64 years,545
12/31/2021,65-74 years,759
12/31/2021,75-84 years,752
12/31/2021,85 years and over,709
12/31/2021,All Ages,1722
12/31/2021,Under 1 year,17
12/31/2021,0-17 years,29
12/31/2021,1-4 years,
12/31/2021,5-14 years,
12/31/2021,15-24 years,40
12/31/2021,18-29 years,49
12/31/2021,25-34 years,45
12/31/2021,30-39 years,62
12/31/2021,35-44 years,85
12/31/2021,40-49 years,126
12/31/2021,45-54 years,145
12/31/2021,50-64 years,383
12/31/2021,55-64 years,309
12/31/2021,65-74 years,443
12/31/2021,75-84 years,340
12/31/2021,85 years and over,290
12/31/2021,All Ages,1563
12/31/2021,Under 1 year,11
12/31/2021,0-17 years,16
12/31/2021,1-4 years,
12/31/2021,5-14 years,
12/31/2021,15-24 years,20
12/31/2021,18-29 years,28
12/31/2021,25-34 years,20
12/31/2021,30-39 years,29
12/31/2021,35-44 years,37
12/31/2021,40-49 years,60
12/31/2021,45-54 years,88
12/31/2021,50-64 years,283
12/31/2021,55-64 years,236
12/31/2021,65-74 years,316
12/31/2021,75-84 years,412
12/31/2021,85 years and over,419
1/31/2022,All Ages,4178
1/31/2022,Under 1 year,15
1/31/2022,0-17 years,36
1/31/2022,1-4 years,
1/31/2022,5-14 years,
1/31/2022,15-24 years,41
1/31/2022,18-29 years,63
1/31/2022,25-34 years,84
1/31/2022,30-39 years,114
1/31/2022,35-44 years,153
1/31/2022,40-49 years,230
1/31/2022,45-54 years,300
1/31/2022,50-64 years,830
